query	blast_hit	evalue	ProteinNames	BiologicalProcess	GeneOntologyIDs	CellularComponent	MolecularFunction
Porites_compressa_HIv1___RNAseq.g27626.t1	P53708	1.85e-92	Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain]	cell adhesion mediated by integrin [GO:0033627]; cell projection organization [GO:0030030]; cell-cell adhesion [GO:0098609]; cell-matrix adhesion [GO:0007160]; establishment of protein localization [GO:0045184]; extracellular matrix organization [GO:0030198]; inner ear morphogenesis [GO:0042472]; integrin-mediated signaling pathway [GO:0007229]; kidney development [GO:0001822]; memory [GO:0007613]; mesodermal cell differentiation [GO:0048333]; metanephros development [GO:0001656]; nervous system development [GO:0007399]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; smooth muscle cell differentiation [GO:0051145]; smooth muscle tissue development [GO:0048745]; substrate adhesion-dependent cell spreading [GO:0034446]; transforming growth factor beta receptor signaling pathway [GO:0007179]	GO:0001656; GO:0001822; GO:0005178; GO:0005783; GO:0005886; GO:0005925; GO:0007160; GO:0007179; GO:0007229; GO:0007399; GO:0007613; GO:0008305; GO:0009897; GO:0009986; GO:0030030; GO:0030198; GO:0030511; GO:0032591; GO:0033627; GO:0034446; GO:0034678; GO:0042472; GO:0043204; GO:0045177; GO:0045184; GO:0045944; GO:0046872; GO:0048333; GO:0048745; GO:0051145; GO:0098609; GO:0098839; GO:0098978	apical part of cell [GO:0045177]; cell surface [GO:0009986]; dendritic spine membrane [GO:0032591]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; integrin alpha8-beta1 complex [GO:0034678]; integrin complex [GO:0008305]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]	integrin binding [GO:0005178]; metal ion binding [GO:0046872]
Porites_compressa_HIv1___RNAseq.g36416.t2	Q9UC06	7.02e-41	Zinc finger protein 70 (Zinc finger protein N27C7-1)	regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000977; GO:0000981; GO:0005634; GO:0005737; GO:0006357; GO:0008270; GO:0043076	cytoplasm [GO:0005737]; megasporocyte nucleus [GO:0043076]; nucleus [GO:0005634]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g26681.t1	B2RPY5	4.91e-34	G-protein coupled receptor 161	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:1901621]	GO:0004930; GO:0005929; GO:0007189; GO:0043005; GO:0055037; GO:0060170; GO:0097386; GO:1901621	ciliary membrane [GO:0060170]; cilium [GO:0005929]; glial cell projection [GO:0097386]; neuron projection [GO:0043005]; recycling endosome [GO:0055037]	G protein-coupled receptor activity [GO:0004930]
Porites_compressa_HIv1___RNAseq.g26011.t3	A0JN27	6.82e-163	General transcription factor IIH subunit 2 (Basic transcription factor 2 44 kDa subunit) (BTF2 p44) (General transcription factor IIH polypeptide 2) (TFIIH basal transcription factor complex p44 subunit)	G protein-coupled receptor internalization [GO:0002031]; nucleotide-excision repair [GO:0006289]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]; transcription initiation at RNA polymerase II promoter [GO:0006367]	GO:0000438; GO:0000439; GO:0002031; GO:0005634; GO:0005669; GO:0005675; GO:0006289; GO:0006357; GO:0006366; GO:0006367; GO:0008270; GO:0016251	core TFIIH complex portion of holo TFIIH complex [GO:0000438]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]	RNA polymerase II general transcription initiation factor activity [GO:0016251]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g22646.t1	A7Z056	0	Ubiquitin carboxyl-terminal hydrolase 20 (EC 3.4.19.12) (Deubiquitinating enzyme 20) (Ubiquitin thioesterase 20) (Ubiquitin-specific-processing protease 20)	antiviral innate immune response [GO:0140374]; endocytosis [GO:0006897]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; nervous system development [GO:0007399]; positive regulation of autophagy [GO:0010508]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; protein K63-linked deubiquitination [GO:0070536]; proteolysis [GO:0006508]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]	GO:0001664; GO:0004197; GO:0004843; GO:0005783; GO:0005813; GO:0006508; GO:0006897; GO:0007399; GO:0008270; GO:0008277; GO:0010508; GO:0016579; GO:0043124; GO:0048471; GO:0070536; GO:0071108; GO:0140374	centrosome [GO:0005813]; endoplasmic reticulum [GO:0005783]; perinuclear region of cytoplasm [GO:0048471]	cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; G protein-coupled receptor binding [GO:0001664]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g3500.t1	P51954	2.03e-62	Serine/threonine-protein kinase Nek1 (EC 2.7.11.1) (Never in mitosis A-related kinase 1) (NimA-related protein kinase 1)	cell division [GO:0051301]; cell projection organization [GO:0030030]; DNA damage response [GO:0006974]; kidney development [GO:0001822]; multicellular organism growth [GO:0035264]; regulation of DNA damage checkpoint [GO:2000001]; response to ionizing radiation [GO:0010212]; spermatogenesis [GO:0007283]	GO:0001822; GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0006974; GO:0007283; GO:0010212; GO:0030030; GO:0035264; GO:0046872; GO:0051301; GO:0071889; GO:0106310; GO:2000001	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleus [GO:0005634]	14-3-3 protein binding [GO:0071889]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]
Porites_compressa_HIv1___TS.g18833.t1	Q5ZIH2	4.13e-149	Vacuolar fusion protein MON1 homolog A	protein secretion [GO:0009306]; protein targeting to vacuole [GO:0006623]; vesicle-mediated transport [GO:0016192]	GO:0005085; GO:0006623; GO:0009306; GO:0016192; GO:0035658	Mon1-Ccz1 complex [GO:0035658]	guanyl-nucleotide exchange factor activity [GO:0005085]
Porites_compressa_HIv1___RNAseq.g13673.t1	B3EWY9	2.73e-59	Mucin-like protein	cell-matrix adhesion [GO:0007160]	GO:0005509; GO:0007160; GO:0016020	membrane [GO:0016020]	calcium ion binding [GO:0005509]
Porites_compressa_HIv1___RNAseq.g10199.t1	Q5ZIT5	1.68e-45	Ras-related protein Rab-10 (EC 3.6.5.2)	axonogenesis [GO:0007409]; cellular response to insulin stimulus [GO:0032869]; endoplasmic reticulum tubular network organization [GO:0071786]; endosomal transport [GO:0016197]; establishment of neuroblast polarity [GO:0045200]; establishment of protein localization to endoplasmic reticulum membrane [GO:0097051]; exocytosis [GO:0006887]; Golgi to plasma membrane protein transport [GO:0043001]; Golgi to plasma membrane transport [GO:0006893]; polarized epithelial cell differentiation [GO:0030859]; protein localization to basolateral plasma membrane [GO:1903361]; protein localization to plasma membrane [GO:0072659]; vesicle-mediated transport [GO:0016192]	GO:0003925; GO:0005525; GO:0005768; GO:0005789; GO:0005794; GO:0005802; GO:0005929; GO:0006887; GO:0006893; GO:0007409; GO:0010008; GO:0016020; GO:0016192; GO:0016197; GO:0019003; GO:0030670; GO:0030859; GO:0031489; GO:0032593; GO:0032869; GO:0043001; GO:0045200; GO:0048471; GO:0055037; GO:0055038; GO:0071782; GO:0071786; GO:0072659; GO:0097051; GO:0099503; GO:1903361	cilium [GO:0005929]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; endosome [GO:0005768]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; insulin-responsive compartment [GO:0032593]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle membrane [GO:0030670]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; secretory vesicle [GO:0099503]; trans-Golgi network [GO:0005802]	G protein activity [GO:0003925]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; myosin V binding [GO:0031489]
Porites_compressa_HIv1___RNAseq.g8578.t1	J7GQ11	5.1e-80	L-tyrosine decarboxylase (TDC) (EC 4.1.1.25)	carboxylic acid metabolic process [GO:0019752]	GO:0004837; GO:0019752; GO:0030170; GO:0036468		L-dopa decarboxylase activity [GO:0036468]; pyridoxal phosphate binding [GO:0030170]; tyrosine decarboxylase activity [GO:0004837]
Porites_compressa_HIv1___RNAseq.g39987.t1	P86982	6.51e-26	Insoluble matrix shell protein 1 (IMSP1)		GO:0005576	extracellular region [GO:0005576]	
Porites_compressa_HIv1___RNAseq.g3502.t1	P07524	1.34e-23	Tyrosinase (EC 1.14.18.1) (Monophenol monooxygenase)	melanin biosynthetic process [GO:0042438]	GO:0004503; GO:0042438; GO:0046872		metal ion binding [GO:0046872]; tyrosinase activity [GO:0004503]
Porites_compressa_HIv1___RNAseq.g10532.t1	Q07066	1.24e-43	Peroxisomal membrane protein 2 (22 kDa peroxisomal membrane protein)		GO:0005737; GO:0005777; GO:0005778; GO:0032991	cytoplasm [GO:0005737]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]; protein-containing complex [GO:0032991]	
Porites_compressa_HIv1___RNAseq.g28442.t2	P08138	1.04e-08	Tumor necrosis factor receptor superfamily member 16 (Gp80-LNGFR) (Low affinity neurotrophin receptor p75NTR) (Low-affinity nerve growth factor receptor) (NGF receptor) (Low-affinity nerve growth factor receptor p75NGFR) (Low-affinity nerve growth factor receptor p75NGR) (p75 ICD) (CD antigen CD271)	axon guidance [GO:0007411]; cellular response to amyloid-beta [GO:1904646]; central nervous system development [GO:0007417]; circadian regulation of gene expression [GO:0032922]; detection of temperature stimulus [GO:0016048]; dorsal aorta development [GO:0035907]; extrinsic apoptotic signaling pathway [GO:0097191]; fibroblast growth factor receptor signaling pathway [GO:0008543]; fibroblast proliferation [GO:0048144]; glucose homeostasis [GO:0042593]; hair follicle morphogenesis [GO:0031069]; intracellular glucose homeostasis [GO:0001678]; intracellular protein transport [GO:0006886]; negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis [GO:1903588]; negative regulation of cell migration [GO:0030336]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; negative regulation of hair follicle development [GO:0051799]; nerve development [GO:0021675]; neuron apoptotic process [GO:0051402]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of odontogenesis of dentin-containing tooth [GO:0042488]; positive regulation of protein localization to nucleus [GO:1900182]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; Rho protein signal transduction [GO:0007266]	GO:0001540; GO:0001678; GO:0004888; GO:0005035; GO:0005516; GO:0005576; GO:0005654; GO:0005768; GO:0005829; GO:0005886; GO:0005911; GO:0006886; GO:0007266; GO:0007411; GO:0007417; GO:0008543; GO:0009986; GO:0014069; GO:0015026; GO:0016020; GO:0016048; GO:0021675; GO:0030336; GO:0030426; GO:0031069; GO:0031267; GO:0031594; GO:0031625; GO:0032922; GO:0035907; GO:0038023; GO:0040037; GO:0042475; GO:0042488; GO:0042593; GO:0043121; GO:0043197; GO:0043204; GO:0048144; GO:0048146; GO:0048406; GO:0051402; GO:0051799; GO:0097191; GO:0098793; GO:0099171; GO:1900182; GO:1902895; GO:1903588; GO:1904646; GO:2000353; GO:2001235	cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; endosome [GO:0005768]; extracellular region [GO:0005576]; growth cone [GO:0030426]; membrane [GO:0016020]; neuromuscular junction [GO:0031594]; nucleoplasm [GO:0005654]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]	amyloid-beta binding [GO:0001540]; calmodulin binding [GO:0005516]; coreceptor activity [GO:0015026]; death receptor activity [GO:0005035]; nerve growth factor binding [GO:0048406]; neurotrophin binding [GO:0043121]; signaling receptor activity [GO:0038023]; small GTPase binding [GO:0031267]; transmembrane signaling receptor activity [GO:0004888]; ubiquitin protein ligase binding [GO:0031625]
Porites_compressa_HIv1___TS.g18295.t1	O14647	0	Chromodomain-helicase-DNA-binding protein 2 (CHD-2) (EC 3.6.4.-) (ATP-dependent helicase CHD2)	DNA damage response [GO:0006974]; gene expression [GO:0010467]; hematopoietic stem cell differentiation [GO:0060218]; muscle organ development [GO:0007517]; nucleosome organization [GO:0034728]	GO:0000785; GO:0000978; GO:0003677; GO:0003682; GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0006974; GO:0007517; GO:0010467; GO:0016887; GO:0034728; GO:0042393; GO:0060218; GO:0140658	chromatin [GO:0000785]; nucleus [GO:0005634]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone binding [GO:0042393]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
Porites_compressa_HIv1___RNAseq.g32343.t1	Q9U7D5	2.75e-10	Muscarinic acetylcholine receptor gar-3 (G-protein-linked acetylcholine receptor 3)	action potential [GO:0001508]; adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway [GO:0007197]; chemical synaptic transmission [GO:0007268]; G protein-coupled acetylcholine receptor signaling pathway [GO:0007213]; G protein-coupled receptor signaling pathway [GO:0007186]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; positive regulation of acetylcholine secretion, neurotransmission [GO:0014057]; positive regulation of protein localization to synapse [GO:1902474]; regulation of nematode pharyngeal pumping [GO:0043051]; response to xenobiotic stimulus [GO:0009410]	GO:0001508; GO:0005886; GO:0007186; GO:0007187; GO:0007197; GO:0007213; GO:0007268; GO:0009410; GO:0014057; GO:0016907; GO:0030425; GO:0043051; GO:0045202; GO:1902474	dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]	G protein-coupled acetylcholine receptor activity [GO:0016907]
Porites_compressa_HIv1___RNAseq.g25811.t1	O74212	3.52e-158	Acyl-lipid (8-3)-desaturase (EC 1.14.19.30) (Delta(5) fatty acid desaturase) (Delta-5 fatty acid desaturase)	long-chain fatty acid biosynthetic process [GO:0042759]; unsaturated fatty acid biosynthetic process [GO:0006636]	GO:0006636; GO:0016020; GO:0020037; GO:0042759; GO:0046872; GO:0102866	membrane [GO:0016020]	acyl-lipid (8-3)-desaturase activity [GO:0102866]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
Porites_compressa_HIv1___RNAseq.g25996.t1	B0BM28	1.98e-42	SKA complex subunit 1 (Spindle and kinetochore-associated protein 1)	attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; cell division [GO:0051301]; mitotic cell cycle [GO:0000278]; mitotic metaphase chromosome alignment [GO:0007080]; mitotic sister chromatid segregation [GO:0000070]; regulation of microtubule polymerization or depolymerization [GO:0031110]	GO:0000070; GO:0000278; GO:0000940; GO:0005737; GO:0005874; GO:0007080; GO:0008017; GO:0031110; GO:0051301; GO:0051315; GO:0072687	cytoplasm [GO:0005737]; meiotic spindle [GO:0072687]; microtubule [GO:0005874]; outer kinetochore [GO:0000940]	microtubule binding [GO:0008017]
Porites_compressa_HIv1___RNAseq.g25757.t1	A1L1W9	1.41e-78	Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10)	aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327]	GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327	basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886]	aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857]
Porites_compressa_HIv1___RNAseq.g14310.t1	Q9U6Y3	8.31e-102	GFP-like fluorescent chromoprotein cFP484	bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]	GO:0006091; GO:0008218		
Porites_compressa_HIv1___RNAseq.g32665.t1	O75694	0	Nuclear pore complex protein Nup155 (155 kDa nucleoporin) (Nucleoporin Nup155)	atrial cardiac muscle cell action potential [GO:0086014]; miRNA processing [GO:0035196]; mRNA export from nucleus [GO:0006406]; nuclear envelope organization [GO:0006998]; nucleocytoplasmic transport [GO:0006913]; protein import into nucleus [GO:0006606]; protein localization to nuclear inner membrane [GO:0036228]; RNA export from nucleus [GO:0006405]; transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000972]	GO:0000972; GO:0005635; GO:0005643; GO:0005829; GO:0006405; GO:0006406; GO:0006606; GO:0006913; GO:0006998; GO:0016020; GO:0017056; GO:0031965; GO:0035196; GO:0036228; GO:0044611; GO:0086014	cytosol [GO:0005829]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore inner ring [GO:0044611]	structural constituent of nuclear pore [GO:0017056]
Porites_compressa_HIv1___RNAseq.g23670.t1	Q689D1	1.02e-22	Toll-like receptor 2 (CD antigen CD282)	cellular response to diacyl bacterial lipopeptide [GO:0071726]; cellular response to triacyl bacterial lipopeptide [GO:0071727]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; toll-like receptor signaling pathway [GO:0002224]	GO:0002224; GO:0004888; GO:0005794; GO:0005886; GO:0006954; GO:0030670; GO:0038023; GO:0042497; GO:0043235; GO:0045087; GO:0045121; GO:0061809; GO:0071726; GO:0071727	Golgi apparatus [GO:0005794]; membrane raft [GO:0045121]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	NAD+ nucleosidase activity, cyclic ADP-ribose generating [GO:0061809]; signaling receptor activity [GO:0038023]; transmembrane signaling receptor activity [GO:0004888]; triacyl lipopeptide binding [GO:0042497]
