query	blast_hit	evalue	ProteinNames	BiologicalProcess	GeneOntologyIDs	CellularComponent	MolecularFunction
Pocillopora_acuta_HIv2___RNAseq.g26700.t1	E9PUL5	2.17e-08	Proline-rich transmembrane protein 2 (Dispanin subfamily B member 3) (DSPB3)	negative regulation of short-term synaptic potentiation [GO:1905513]; negative regulation of SNARE complex assembly [GO:0035544]; neuromuscular process controlling posture [GO:0050884]; regulation of calcium-dependent activation of synaptic vesicle fusion [GO:0150037]; synaptic vesicle fusion to presynaptic active zone membrane [GO:0031629]	GO:0005886; GO:0008021; GO:0016020; GO:0017075; GO:0017124; GO:0030672; GO:0031629; GO:0031982; GO:0035544; GO:0042734; GO:0043005; GO:0043197; GO:0043679; GO:0050884; GO:0098793; GO:0098839; GO:0098978; GO:0150037; GO:1905513	axon terminus [GO:0043679]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; presynapse [GO:0098793]; presynaptic membrane [GO:0042734]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672]; vesicle [GO:0031982]	SH3 domain binding [GO:0017124]; syntaxin-1 binding [GO:0017075]
Pocillopora_acuta_HIv2___RNAseq.g17693.t1	Q09575	2.31e-08	Uncharacterized protein K02A2.6	DNA integration [GO:0015074]	GO:0003676; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575	cytoplasm [GO:0005737]; DNA polymerase complex [GO:0042575]	enzyme binding [GO:0019899]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
Pocillopora_acuta_HIv2___RNAseq.g22747.t1	Q9BQ50	7.41e-31	Three prime repair exonuclease 2 (EC 3.1.11.2) (3'-5' exonuclease TREX2)	DNA catabolic process [GO:0006308]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]	GO:0000287; GO:0003677; GO:0005634; GO:0005737; GO:0006259; GO:0006281; GO:0006308; GO:0008296; GO:0008311; GO:0042803; GO:0060090	cytoplasm [GO:0005737]; nucleus [GO:0005634]	3'-5'-DNA exonuclease activity [GO:0008296]; DNA binding [GO:0003677]; double-stranded DNA 3'-5' DNA exonuclease activity [GO:0008311]; magnesium ion binding [GO:0000287]; molecular adaptor activity [GO:0060090]; protein homodimerization activity [GO:0042803]
Pocillopora_acuta_HIv2___RNAseq.g11272.t1	C5G6D7	1.14e-48	Chondroitin sulfate ABC exolyase (EC 4.2.2.21) (Chondroitin ABC exoeliminase) (Chondroitin ABC lyase II) (Chondroitin sulfate ABC lyase II) (ChS ABC lyase II) (Chondroitinase ABC II) (cABC II) (Exochondroitinase ABC)	carbohydrate metabolic process [GO:0005975]; dermatan sulfate proteoglycan catabolic process [GO:0030209]; glycosaminoglycan catabolic process [GO:0006027]	GO:0000287; GO:0005509; GO:0005576; GO:0005975; GO:0006027; GO:0030209; GO:0030246; GO:0034000; GO:0034001; GO:0042597	extracellular region [GO:0005576]; periplasmic space [GO:0042597]	calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; chondroitin-sulfate-ABC endolyase activity [GO:0034000]; chondroitin-sulfate-ABC exolyase activity [GO:0034001]; magnesium ion binding [GO:0000287]
Pocillopora_acuta_HIv2___RNAseq.g22792.t1	O62809	6.1e-18	Orexin receptor type 2 (Ox-2-R) (Ox2-R) (Ox2R) (Hypocretin receptor type 2)	cellular response to hormone stimulus [GO:0032870]; circadian sleep/wake cycle process [GO:0022410]; feeding behavior [GO:0007631]; locomotion [GO:0040011]; neuropeptide signaling pathway [GO:0007218]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; regulation of circadian sleep/wake cycle, wakefulness [GO:0010840]; regulation of cytosolic calcium ion concentration [GO:0051480]	GO:0005654; GO:0005886; GO:0007200; GO:0007218; GO:0007631; GO:0010840; GO:0016499; GO:0022410; GO:0032870; GO:0040011; GO:0051480	nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]	orexin receptor activity [GO:0016499]
Pocillopora_acuta_HIv2___RNAseq.17185_t	D3Z8N4	1.86e-52	Kelch-like protein 20	Golgi to endosome transport [GO:0006895]; negative regulation of apoptotic process [GO:0043066]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K33-linked ubiquitination [GO:1990390]; protein transport [GO:0015031]; protein ubiquitination [GO:0016567]	GO:0003779; GO:0004842; GO:0005737; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016567; GO:0016605; GO:0019964; GO:0030424; GO:0030425; GO:0031463; GO:0043066; GO:0043161; GO:0048471; GO:1990390; GO:1990756	axon [GO:0030424]; Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; perinuclear region of cytoplasm [GO:0048471]; PML body [GO:0016605]; trans-Golgi network [GO:0005802]	actin binding [GO:0003779]; type II interferon binding [GO:0019964]; ubiquitin-like ligase-substrate adaptor activity [GO:1990756]; ubiquitin-protein transferase activity [GO:0004842]
Pocillopora_acuta_HIv2___RNAseq.g5482.t1	Q5ZI16	8.51e-101	tRNA-specific adenosine deaminase 1 (EC 3.5.4.34) (tRNA-specific adenosine-37 deaminase)	tRNA processing [GO:0008033]	GO:0003723; GO:0008033; GO:0008251; GO:0043829; GO:0046872		metal ion binding [GO:0046872]; RNA binding [GO:0003723]; tRNA-specific adenosine deaminase activity [GO:0008251]; tRNA-specific adenosine-37 deaminase activity [GO:0043829]
Pocillopora_acuta_HIv2___TS.g19100.t1	O42574	1.99e-23	Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor) (x-BETA1AR)	adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410]	GO:0002025; GO:0004940; GO:0005769; GO:0005886; GO:0043410; GO:0045823; GO:0071880	early endosome [GO:0005769]; plasma membrane [GO:0005886]	beta1-adrenergic receptor activity [GO:0004940]
Pocillopora_acuta_HIv2___RNAseq.g15714.t1	Q9CQN6	1.57e-35	Transmembrane protein 14C	erythrocyte differentiation [GO:0030218]; heme biosynthetic process [GO:0006783]; mitochondrial transport [GO:0006839]; regulation of heme biosynthetic process [GO:0070453]	GO:0005739; GO:0005743; GO:0006783; GO:0006839; GO:0022857; GO:0030218; GO:0070453	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]	transmembrane transporter activity [GO:0022857]
Pocillopora_acuta_HIv2___RNAseq.g24044.t2	A2VDZ3	1.85e-73	Myocyte-specific enhancer factor 2A	apoptotic process [GO:0006915]; cardiac conduction [GO:0061337]; cellular response to calcium ion [GO:0071277]; dendrite morphogenesis [GO:0048813]; DNA-templated transcription [GO:0006351]; ERK5 cascade [GO:0070375]; MAPK cascade [GO:0000165]; mitochondrial genome maintenance [GO:0000002]; mitochondrion distribution [GO:0048311]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of D-glucose import [GO:0046326]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription by RNA polymerase II [GO:0045944]; ventricular cardiac myofibril assembly [GO:0055005]	GO:0000002; GO:0000122; GO:0000165; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0003682; GO:0005634; GO:0005654; GO:0005667; GO:0005829; GO:0006351; GO:0006915; GO:0010613; GO:0010628; GO:0019901; GO:0035035; GO:0042826; GO:0045944; GO:0046326; GO:0046332; GO:0046982; GO:0048311; GO:0048813; GO:0055005; GO:0061337; GO:0061629; GO:0070375; GO:0071277; GO:0140297	chromatin [GO:0000785]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]	chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription factor binding [GO:0140297]; histone acetyltransferase binding [GO:0035035]; histone deacetylase binding [GO:0042826]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; SMAD binding [GO:0046332]
Pocillopora_acuta_HIv2___TS.g10345.t1	Q9CR48	2.77e-16	DNA damage-regulated autophagy modulator protein 2 (Transmembrane protein 77)	apoptotic process [GO:0006915]; autophagy [GO:0006914]; cell population proliferation [GO:0008283]; phloem or xylem histogenesis [GO:0010087]; photoreceptor cell maintenance [GO:0045494]; regulation of autophagy [GO:0010506]; retina development in camera-type eye [GO:0060041]; visual perception [GO:0007601]	GO:0001917; GO:0005764; GO:0005765; GO:0005794; GO:0006914; GO:0006915; GO:0007601; GO:0008283; GO:0010087; GO:0010506; GO:0016324; GO:0045494; GO:0060041	apical plasma membrane [GO:0016324]; Golgi apparatus [GO:0005794]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; photoreceptor inner segment [GO:0001917]	
Pocillopora_acuta_HIv2___RNAseq.g24176.t1	F2K079	1.41e-48	4-hydroxybenzoate brominase (decarboxylating) (EC 1.14.19.55) (Decarboxylating-brominase flavoenzyme Bmp5)		GO:0004499; GO:0050660; GO:0050661		flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]
Pocillopora_acuta_HIv2___TS.g9656.t1	Q55E58	1.09e-13	Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1)	cheating during chimeric sorocarp development [GO:0099139]; mitotic cytokinesis [GO:0000281]; phosphatidylinositol dephosphorylation [GO:0046856]	GO:0000281; GO:0004438; GO:0004674; GO:0004721; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0016020; GO:0042641; GO:0046856; GO:0099139; GO:0106310	actomyosin [GO:0042641]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]	ATP binding [GO:0005524]; GTP binding [GO:0005525]; phosphatidylinositol-3-phosphate phosphatase activity [GO:0004438]; phosphoprotein phosphatase activity [GO:0004721]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
Pocillopora_acuta_HIv2___RNAseq.g6745.t1	Q0DXS3	5.52e-143	Probable RNA-dependent RNA polymerase 1 (OsRDR1) (EC 2.7.7.48)	positive regulation of post-transcriptional gene silencing [GO:0060148]; response to salicylic acid [GO:0009751]; response to virus [GO:0009615]; siRNA processing [GO:0030422]; wax biosynthetic process [GO:0010025]	GO:0003723; GO:0003968; GO:0009615; GO:0009751; GO:0010025; GO:0030422; GO:0031380; GO:0060148	nuclear RNA-directed RNA polymerase complex [GO:0031380]	RNA binding [GO:0003723]; RNA-directed RNA polymerase activity [GO:0003968]
Pocillopora_acuta_HIv2___RNAseq.g31141.t1	Q9NZ56	2.04e-103	Formin-2	actin cytoskeleton organization [GO:0030036]; cell migration [GO:0016477]; cellular response to hypoxia [GO:0071456]; DNA damage response [GO:0006974]; establishment of meiotic spindle localization [GO:0051295]; formin-nucleated actin cable assembly [GO:0070649]; homologous chromosome movement towards spindle pole in meiosis I anaphase [GO:0051758]; intracellular signal transduction [GO:0035556]; intracellular transport [GO:0046907]; negative regulation of apoptotic process [GO:0043066]; negative regulation of protein catabolic process [GO:0042177]; oogenesis [GO:0048477]; polar body extrusion after meiotic divisions [GO:0040038]; positive regulation of double-strand break repair [GO:2000781]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]	GO:0003779; GO:0005634; GO:0005730; GO:0005783; GO:0005789; GO:0005819; GO:0005829; GO:0005886; GO:0005902; GO:0005938; GO:0006974; GO:0015031; GO:0015629; GO:0016192; GO:0016477; GO:0030036; GO:0030659; GO:0035556; GO:0040038; GO:0042177; GO:0043066; GO:0046907; GO:0048471; GO:0048477; GO:0051295; GO:0051758; GO:0070649; GO:0071456; GO:2000781	actin cytoskeleton [GO:0015629]; cell cortex [GO:0005938]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; microvillus [GO:0005902]; nucleolus [GO:0005730]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; spindle [GO:0005819]	actin binding [GO:0003779]
Pocillopora_acuta_HIv2___RNAseq.g3539.t1	E1B836	2.6e-92	Enkurin	establishment of left/right asymmetry [GO:0061966]; flagellated sperm motility [GO:0030317]	GO:0001669; GO:0005516; GO:0005879; GO:0017124; GO:0030317; GO:0036126; GO:0061966; GO:0097228; GO:0097728; GO:0160112	9+0 motile cilium [GO:0097728]; acrosomal vesicle [GO:0001669]; axonemal B tubule inner sheath [GO:0160112]; axonemal microtubule [GO:0005879]; sperm flagellum [GO:0036126]; sperm principal piece [GO:0097228]	calmodulin binding [GO:0005516]; SH3 domain binding [GO:0017124]
Pocillopora_acuta_HIv2___RNAseq.g30697.t1	Q95SX7	4.27e-11	Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)	DNA transposition [GO:0006313]	GO:0003964; GO:0006313		RNA-directed DNA polymerase activity [GO:0003964]
Pocillopora_acuta_HIv2___RNAseq.g9237.t1	Q6GQ33	1.31e-70	Calmodulin-lysine N-methyltransferase (CLNMT) (CaM KMT) (EC 2.1.1.60)	methylation [GO:0032259]	GO:0005634; GO:0005737; GO:0018025; GO:0032259	cytoplasm [GO:0005737]; nucleus [GO:0005634]	calmodulin-lysine N-methyltransferase activity [GO:0018025]
Pocillopora_acuta_HIv2___TS.g18042.t1	Q24488	5.94e-86	Tyrosine-protein kinase transmembrane receptor Ror (dRor) (EC 2.7.10.1)	cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; central nervous system development [GO:0007417]; protein phosphorylation [GO:0006468]	GO:0004713; GO:0004714; GO:0005524; GO:0005886; GO:0006468; GO:0007169; GO:0007417; GO:0016020; GO:0017147; GO:0030424; GO:0043235	axon [GO:0030424]; membrane [GO:0016020]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; Wnt-protein binding [GO:0017147]
Pocillopora_acuta_HIv2___RNAseq.g22989.t1	P19984	3.04e-22	Profilin-2 (Basic profilin) (Profilin II)		GO:0003785; GO:0005856; GO:0005938	cell cortex [GO:0005938]; cytoskeleton [GO:0005856]	actin monomer binding [GO:0003785]
Pocillopora_acuta_HIv2___RNAseq.g3424.t1	Q5ZKG5	7.51e-42	Low molecular weight phosphotyrosine protein phosphatase (LMW-PTP) (LMW-PTPase) (EC 3.1.3.48) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2)		GO:0003993; GO:0004725; GO:0004726; GO:0005829; GO:0009898; GO:0042383	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; sarcolemma [GO:0042383]	acid phosphatase activity [GO:0003993]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; protein tyrosine phosphatase activity [GO:0004725]
Pocillopora_acuta_HIv2___RNAseq.g5642.t1b	Q9SAJ7	1.05e-69	Metal tolerance protein 9 (AtMTP9)		GO:0005774; GO:0008324	vacuolar membrane [GO:0005774]	monoatomic cation transmembrane transporter activity [GO:0008324]
Pocillopora_acuta_HIv2___TS.g14874.t2	O35723	7.42e-49	DnaJ homolog subfamily B member 3 (DnaJ protein homolog 3) (Heat shock protein J3) (HSJ-3) (MSJ-1)	chaperone-mediated protein folding [GO:0061077]	GO:0001669; GO:0005737; GO:0005813; GO:0030544; GO:0051082; GO:0061077	acrosomal vesicle [GO:0001669]; centrosome [GO:0005813]; cytoplasm [GO:0005737]	Hsp70 protein binding [GO:0030544]; unfolded protein binding [GO:0051082]
Pocillopora_acuta_HIv2___TS.g30254.t1	P23921	0	Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit)	2'-deoxyribonucleotide biosynthetic process [GO:0009265]; cell proliferation in forebrain [GO:0021846]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA repair [GO:0006281]; DNA synthesis involved in DNA repair [GO:0000731]; male gonad development [GO:0008584]; mitochondrial DNA replication [GO:0006264]; positive regulation of G0 to G1 transition [GO:0070318]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; protein heterotetramerization [GO:0051290]; pyrimidine nucleobase metabolic process [GO:0006206]; response to ionizing radiation [GO:0010212]; retina development in camera-type eye [GO:0060041]; ribonucleoside diphosphate metabolic process [GO:0009185]	GO:0000731; GO:0004748; GO:0005524; GO:0005635; GO:0005739; GO:0005829; GO:0005971; GO:0006206; GO:0006264; GO:0006281; GO:0008584; GO:0009185; GO:0009263; GO:0009265; GO:0010212; GO:0010971; GO:0021846; GO:0034451; GO:0036064; GO:0042802; GO:0043025; GO:0051290; GO:0060041; GO:0061731; GO:0070318; GO:0097718; GO:1900087	centriolar satellite [GO:0034451]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; ribonucleoside-diphosphate reductase complex [GO:0005971]	ATP binding [GO:0005524]; disordered domain specific binding [GO:0097718]; identical protein binding [GO:0042802]; ribonucleoside-diphosphate reductase activity [GO:0061731]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]
Pocillopora_acuta_HIv2___RNAseq.g12397.t1	Q68CZ6	1.95e-80	HAUS augmin-like complex subunit 3	cell division [GO:0051301]; centrosome cycle [GO:0007098]; microtubule organizing center organization [GO:0031023]; regulation of microtubule nucleation [GO:0010968]; spindle assembly [GO:0051225]	GO:0005654; GO:0005739; GO:0005813; GO:0005815; GO:0005829; GO:0005929; GO:0007098; GO:0010968; GO:0015630; GO:0031023; GO:0036064; GO:0045171; GO:0051225; GO:0051301; GO:0070652; GO:0072686; GO:1990498	centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytosol [GO:0005829]; HAUS complex [GO:0070652]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; mitochondrion [GO:0005739]; mitotic spindle [GO:0072686]; mitotic spindle microtubule [GO:1990498]; nucleoplasm [GO:0005654]	
